股票代码,股票名称,行业,模型,当前标签,当前分数,风险调整后分数,PE,PB,股息率,ROE,FCF收益率,市值,资金信号,资金来源,金融模型状态,周期归一化状态,normalized PE,normalized FCF收益率,周期字段缺口,周期下一步必查,便宜原因,风险信号,数据缺口
603357.SH,设计总院,建筑工程,周期公用事业,行业模型待补,10.0,10.0,12.57,0.95,5.20%,13.50%,9.74%,37.72亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600028.SH,中国石化,石油加工,周期公用事业,行业模型待补,10.0,10.0,16.97,0.72,4.57%,7.10%,4.78%,6034.18亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核油价周期、储量/产量、资本开支和成本曲线。；需复核炼化价差、原油价格、库存损益和资本开支周期。；ROE连续下滑；ROE偏低或缺失；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；ROE偏低，需验证盈利质量和资本回报可持续性；石油链需复核油价、储量/服务价格、资本开支和景气中枢。,周期/公用事业 normalized PE 与周期变量未接入
601827.SH,三峰环境,环境保护,周期公用事业,行业模型待补,10.0,10.0,10.30,1.03,3.45%,12.06%,14.64%,128.91亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
000686.SZ,东北证券,证券,金融企业,行业模型待补,10.0,10.0,11.40,0.92,3.09%,5.27%,4.81%,189.11亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；ROE偏低，需验证盈利质量和资本回报可持续性；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,金融股专属指标未接入
601688.SH,华泰证券,证券,金融企业,行业模型待补,10.0,10.0,10.48,1.03,2.55%,8.12%,-7.52%,1837.87亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；营收5年CAGR为负；存在价值陷阱信号；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,金融股专属指标未接入
600368.SH,五洲交通,路桥,周期公用事业,行业模型待补,10.0,10.0,10.85,0.82,3.48%,10.78%,-18.11%,60.52亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核收费政策、车流量、资本开支和分红稳定性。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600061.SH,国投资本,证券,金融企业,行业模型待补,10.0,10.0,12.46,0.77,1.94%,6.26%,34.44%,419.45亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；ROE偏低，需验证盈利质量和资本回报可持续性；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,金融股专属指标未接入
002244.SZ,滨江集团,区域地产,周期公用事业,行业模型待补,10.0,10.0,14.57,0.94,0.90%,11.99%,-15.13%,284.39亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需按行业专属模型复核周期位置、政策定价、资本开支和现金流稳定性。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601860.SH,紫金银行,银行,金融企业,行业模型待补,9.5,9.5,7.84,0.48,3.73%,8.65%,187.91%,98.12亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
600039.SH,四川路桥,建筑工程,周期公用事业,行业模型待补,9.0,9.0,10.31,1.37,4.92%,21.14%,9.09%,723.47亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；存在价值陷阱信号；资产负债率偏高；分红支付率过高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
000755.SZ,山西高速,路桥,周期公用事业,行业模型待补,9.0,9.0,14.60,1.22,4.27%,10.56%,16.84%,68.67亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核收费政策、车流量、资本开支和分红稳定性。；ROE连续下滑；营收5年CAGR为负；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601377.SH,兴业证券,证券,金融企业,行业模型待补,9.0,9.0,16.81,0.93,2.46%,5.97%,36.04%,527.66亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；ROE偏低，需验证盈利质量和资本回报可持续性；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,金融股专属指标未接入
600008.SH,首创环保,水务,周期公用事业,行业模型待补,9.0,9.0,12.95,1.10,1.26%,8.67%,4.29%,233.43亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601088.SH,中国神华,煤炭开采,周期公用事业,行业模型待补,8.0,8.0,18.25,1.96,6.72%,14.65%,2.83%,9411.05亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤价周期、长协比例、产能约束和安全资本开支。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；煤炭需复核煤价周期、长协比例、资源储量、安全生产和资本开支。,周期/公用事业 normalized PE 与周期变量未接入
601918.SH,新集能源,煤炭开采,周期公用事业,行业模型待补,8.0,8.0,11.12,1.37,2.27%,19.22%,-17.50%,239.37亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤价周期、长协比例、产能约束和安全资本开支。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；煤炭需复核煤价周期、长协比例、资源储量、安全生产和资本开支。,周期/公用事业 normalized PE 与周期变量未接入
600256.SH,广汇能源,石油开采,周期公用事业,行业模型待补,7.5,7.5,43.53,1.58,10.28%,21.14%,10.95%,386.72亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核油价周期、储量/产量、资本开支和成本曲线。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；石油链需复核油价、储量/服务价格、资本开支和景气中枢。,周期/公用事业 normalized PE 与周期变量未接入
603279.SH,景津装备,环境保护,周期公用事业,行业模型待补,7.5,7.5,16.57,1.70,5.83%,19.40%,12.05%,79.08亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
000923.SZ,河钢资源,普钢,周期公用事业,行业模型待补,7.5,7.5,20.34,0.94,4.15%,9.28%,-1.47%,94.38亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核钢价周期、产能利用率、原料价差和环保限产。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
002061.SZ,浙江交科,建筑工程,周期公用事业,行业模型待补,7.5,7.5,10.13,0.61,3.02%,9.92%,9.22%,97.34亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601225.SH,陕西煤业,煤炭开采,周期公用事业,行业模型待补,7.0,7.0,15.15,2.40,4.65%,25.88%,7.44%,2448.96亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤价周期、长协比例、产能约束和安全资本开支。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；煤炭需复核煤价周期、长协比例、资源储量、安全生产和资本开支。,周期/公用事业 normalized PE 与周期变量未接入
600348.SH,华阳股份,煤炭开采,周期公用事业,行业模型待补,7.0,7.0,19.88,1.13,3.53%,15.27%,-9.35%,316.02亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤价周期、长协比例、产能约束和安全资本开支。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；煤炭需复核煤价周期、长协比例、资源储量、安全生产和资本开支。,周期/公用事业 normalized PE 与周期变量未接入
601006.SH,大秦铁路,铁路,周期公用事业,行业模型待补,6.0,6.0,17.63,0.61,4.40%,7.53%,-22.04%,1007.05亿元,弱信号,策略ETF弱信号,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
002936.SZ,郑州银行,银行,金融企业,行业模型待补,4.5,4.5,8.35,0.35,1.12%,4.27%,133.67%,162.75亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
600681.SH,百川能源,供气供热,周期公用事业,行业模型待补,3.0,3.0,19.31,1.29,4.25%,9.78%,6.08%,47.33亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；商誉占净资产偏高；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；ROE连续下滑；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600548.SH,深高速,路桥,周期公用事业,行业模型待补,2.0,2.0,18.64,0.94,2.81%,8.04%,6.11%,220.03亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；周期/类公用事业需用归一化利润复核,ROE下滑；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核收费政策、车流量、资本开支和分红稳定性。；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600170.SH,上海建工,建筑工程,周期公用事业,行业模型待补,2.0,2.0,15.30,0.69,2.46%,4.88%,21.95%,216.82亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；分红支付率过高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高；分红支付率过高；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600062.SH,华润双鹤,化学制药,普通企业,字段缺失待补,22.0,22.0,10.89,1.46,2.76%,12.83%,4.92%,176.97亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,关键数据缺失；财报质量不足；关键数据缺失,balancesheet缺失
000612.SZ,焦作万方,铝,周期公用事业,字段缺失待补,18.0,18.0,9.73,1.79,2.80%,10.05%,6.83%,138.18亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核铝价、电力成本、氧化铝成本和产能周期。；关键数据缺失；当前利润显著高于5年均值；财报质量不足；存在价值陷阱信号；关键数据缺失；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,balancesheet缺失；周期/公用事业 normalized PE 与周期变量未接入
600323.SH,瀚蓝环境,环境保护,周期公用事业,字段缺失待补,18.0,18.0,11.61,1.63,3.46%,12.78%,9.99%,247.46亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；关键数据缺失；财报质量不足；关键数据缺失；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,balancesheet缺失；周期/公用事业 normalized PE 与周期变量未接入
601518.SH,吉林高速,路桥,周期公用事业,字段缺失待补,16.0,16.0,11.34,0.96,2.92%,9.60%,14.37%,55.77亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核收费政策、车流量、资本开支和分红稳定性。；关键数据缺失；财报质量不足；关键数据缺失；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,balancesheet缺失；周期/公用事业 normalized PE 与周期变量未接入
000786.SZ,北新建材,其他建材,普通企业,字段缺失待补,13.0,13.0,12.41,1.27,3.28%,15.44%,8.46%,355.94亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,ROE下滑；关键数据缺失；ROE连续下滑；扣非净利润5年CAGR为负；财报质量不足；扣非净利润5年CAGR为负；存在价值陷阱信号；关键数据缺失,dividend缺失
600019.SH,宝钢股份,普钢,周期公用事业,字段缺失待补,12.0,12.0,12.83,0.62,1.97%,6.74%,11.60%,1300.39亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核钢价周期、产能利用率、原料价差和环保限产。；关键数据缺失；财报质量不足；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；关键数据缺失；ROE偏低，需验证盈利质量和资本回报可持续性；金属周期需复核商品价格、库存、成本曲线、产能约束和 normalized PE。,balancesheet缺失；周期/公用事业 normalized PE 与周期变量未接入
601816.SH,京沪高铁,铁路,周期公用事业,字段缺失待补,11.0,11.0,17.85,1.13,3.22%,4.25%,8.58%,2382.68亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；关键数据缺失；当前利润显著高于5年均值；财报质量不足；ROE偏低或缺失；存在价值陷阱信号；关键数据缺失；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,dividend缺失；周期/公用事业 normalized PE 与周期变量未接入
002884.SZ,凌霄泵业,机械基件,普通企业,字段缺失待补,10.0,10.0,13.13,2.34,6.07%,-,7.40%,58.91亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息；FCF收益率较高,关键数据缺失；营收5年CAGR为负；财报质量不足；ROE偏低或缺失；营收5年CAGR为负；存在价值陷阱信号；关键数据缺失,fina_indicator不足3期
603071.SH,物产环能,批发业,普通企业,字段缺失待补,10.0,10.0,10.55,1.16,3.79%,-,30.13%,69.24亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,关键数据缺失；营收5年CAGR为负；经营现金流连续多年弱于净利润；应收账款增速显著高于收入；财报质量不足；ROE偏低或缺失；营收5年CAGR为负；存在价值陷阱信号；关键数据缺失；经营现金流连续弱于净利润,fina_indicator不足3期；dividend缺失
600011.SH,华能国际,火力发电,周期公用事业,字段缺失待补,10.0,10.0,9.09,1.81,3.35%,1.78%,-,1265.27亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤电价差、容量电价、利用小时和政策定价。；关键数据缺失；财报质量不足；行业专属数据不足；ROE偏低或缺失；关键数据缺失；周期/公用事业未完成normalized_pe复核；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,income不足3期；balancesheet缺失；周期/公用事业 normalized PE 与周期变量未接入
002483.SZ,润邦股份,专用机械,普通企业,字段缺失待补,10.0,10.0,13.47,1.05,2.75%,-,23.89%,48.31亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,fina_indicator不足3期
